node_index;latitude;longitude
101;0.043581452534562;-0.032616497695853
102;0.042571052534567;-0.029947697695853
103;0.040532652534563;-0.029242097695853
104;0.037236652534563;-0.024279697695853
105;0.032035852534563;-0.032675697695853
106;0.028932652534564;-0.035431697695853
107;0.026338252534566;-0.036836497695853
108;0.024223852534567;-0.036729297695853
109;0.025591852534564;-0.048845297695853
110;0.023079852534562;-0.050952497695853
111;0.018571852534564;-0.051675697695853
112;0.037943852534562;-0.006892497695853
113;0.038154252534565;-0.010895697695853
114;0.035001452534567;-0.017981297695853
115;0.031922252534565;-0.016794897695853
116;0.030757452534567;-0.025587697695853
117;0.029153452534564;-0.027059697695853
118;0.027062252534563;-0.026866097695853
119;0.025622252534566;-0.026770897695853
120;0.023312652534565;-0.023279697695853
121;0.021139052534562;-0.024643697695853
122;0.043249452534565;-0.045398897695853
123;0.040608652534564;-0.044898897695853
124;0.032280652534564;-0.043342897695853
125;0.028007852534563;-0.043261297695853
126;0.042514252534562;-0.037582097695853
127;0.041303052534562;-0.030509297695853
128;0.027339052534563;-0.034866097695853
129;0.026520652534566;-0.031936497695853
130;0.026259052534567;-0.029357297695853
131;0.029483852534565;-0.024406897695853
132;0.032850252534564;-0.023248497695853
133;0.032435052534567;-0.019446097695853
134;-0.020744947465437;0.043197102304148
135;-0.026408947465433;0.058613902304148
136;-0.025185747465434;0.055322702304148
137;-0.055209747465438;0.027238702304148
138;-0.145989747465433;0.056562702304148
139;-0.136151347465437;0.061884302304148
140;-0.121288947465433;0.060221102304148
141;-0.101920947465436;0.052297902304148
142;-0.096460147465433;0.053688302304148
143;-0.092528947465434;0.053508302304148
144;-0.100254547465437;0.052254702304148
145;-0.104690547465435;0.047924302304148
146;-0.103028147465437;0.053924302304148
147;-0.032398547465437;0.012262702304148
148;-0.057169747465434;0.054379502304148
149;-0.052107347465437;0.052445902304148
150;-0.062708147465435;0.087515502304148
151;-0.065580947465435;0.075184302304148
152;-0.065173747465434;0.091046702304148
153;-0.062157747465437;0.084420302304148
154;-0.068093747465434;0.097593102304148
155;-0.060176947465436;0.085040302304148
156;-0.040845747465437;0.073041902304148
157;-0.033110547465435;0.066819502304148
158;-0.038776147465433;0.045004302304148
159;-0.042138547465436;0.055585102304148
160;-0.036001747465434;0.057795502304148
161;-0.033410547465434;0.039629902304148
162;-0.053420947465435;0.080093102304148
163;-0.056543347465436;0.081607502304148
164;-0.059396947465433;0.039057102304148
165;-0.061912147465438;0.042900302304148
166;-0.114468147465436;0.015160302304148
167;-0.070423347465436;0.064541102304148
168;-0.080569747465438;0.073012302304148
169;-0.074621747465437;0.068065102304148
170;-0.077615347465434;0.071623502304148
171;-0.089331347465435;0.073305902304148
172;-0.092994547465435;0.076988302304148
173;-0.087052947465435;0.072297102304148
174;-0.049504947465437;0.077381102304148
175;-0.112096147465434;0.091369902304148
176;-0.108956147465437;0.088322702304148
177;-0.068940947465433;0.061411502304148
178;-0.064628947465434;0.058196302304148
179;-0.061174547465436;0.055652302304148
180;-0.117104147465437;0.093007502304148
181;-0.117976947465434;0.101109902304147
182;-0.114420147465438;0.098996302304148
183;-0.074492947465433;0.048637102304148
184;-0.071330547465436;0.049754702304148
185;-0.069285747465438;0.049329102304148
186;-0.076469747465433;0.053493102304148
187;-0.074610547465437;0.056302702304148
188;-0.071916147465436;0.048760302304148
189;-0.044634547465438;0.018323502304148
190;-0.052056147465436;0.023196302304148
191;-0.133232147465435;0.130918702304147
192;-0.133838547465433;0.125189102304147
193;0.016079052534565;0.040049902304148
194;0.009838252534564;0.042583502304148
195;0.014164652534566;0.041353102304148
196;0.004679852534565;0.042591502304148
197;0.011995852534562;-0.059293297695853
198;0.024339852534564;-0.042754097695853
199;0.019621452534563;-0.035833297695853
200;0.038045452534567;-0.044356497695853
201;-0.052489747465438;0.071457902304148
202;0.042151852534562;0.023873102304148
203;0.028197452534568;-0.005526097695853
204;0.024292652534564;-0.043035697695853
205;0.051897452534564;-0.032864497695853
206;-0.025045747465435;0.025730702304148
207;-0.051651347465435;0.074597902304148
208;-0.008122547465433;-0.004838097695853
209;0.020023852534564;-0.024968497695853
210;0.046600652534562;-0.045467697695853
211;0.028554252534565;-0.005869297695853
212;0.033002252534567;-0.030944497695853
213;0.018095052534562;-0.050905297695853
214;-0.063478547465434;0.082015502304148
215;-0.060018547465438;0.083601102304148
216;0.021243052534567;-0.041774897695853
